project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/NielKemp/mlzoomcamp/tree/main/capstone,Unknown,Unknown,Unknown,AWS
https://github.com/milliewhite/ML-Zoomcamp-Project2,Diabetes Prediction Model,Web Service,flask,Unknown
https://github.com/ne1r0n/ml-zoomcamp-capstone-project,Ames Home Price Prediction,Web Service,gunicorn,Unknown
https://github.com/sayalaruano/CapstoneProject-MLZoomCamp,AMP Activity Prediction,Web Service,flask,Unknown
https://github.com/kallelay/MLZoomCampCapstoneProject,Price Prediction Algorithm,Web Service,flask,Unknown
https://github.com/sekar-p/ml_course/tree/main/Capstone_Project,Predicting Laptop Prices,Web Service,flask,Unknown
https://github.com/KursadE/zoomcamp-HW10,Animal Classification System,Unknown,Unknown,Unknown
https://github.com/YasharDS/AI-Safety-Officer-DNN-Helmet-Detector,Unknown,Unknown,Unknown,Unknown
https://github.com/HSubbu/flower_classification_project.git,Flower Classification AI,Web Service,web service,Unknown
https://github.com/Twixii99/Movie-Review-Dataset/tree/main,Unknown,Web Service,flask,Unknown
https://github.com/SVizor42/ML_Zoomcamp/tree/master/Projects/Car_parking_slots_detection,Smart Parking Prediction,Web Service,fastapi,Unknown
https://gitlab.com/hda-at/ml_zoomcamp_capstone,Unknown,Unknown,Unknown,Unknown
https://github.com/aniketsharma00411/employee_future_prediction,Employee Churn Prediction,Unknown,Unknown,Unknown
https://github.com/imam-db/ML-ZoomCamp/tree/master/Capstone,Edibility Prediction Model,Web Service,flask,Unknown
https://github.com/CemKeskin84/ML-Zoomcamp/tree/main/capstone_project,Mask Detector AI,Web Service,web service,AWS
https://github.com/woodwardmw/Ratings-predictor,Review Score Prediction,Web Service,flask,AWS
https://github.com/rohan-dhanraj/MiceProteinExpression,Protein Discrimination Analysis,Unknown,Unknown,Unknown
https://github.com/geoffrey-eisenbarth/ml-course/tree/master/hw/capstone,Video Game Rating Prediction,Unknown,Unknown,Unknown
https://github.com/ziritrion/ml-zoomcamp/tree/main/12_project,36 Class Fruit Classification,Unknown,Unknown,AWS
https://github.com/ivanovdn/ML-Zoomcamp/tree/main/Capstone_Project,Diabetes Risk Prediction,Unknown,Unknown,AWS
https://github.com/Phunbie/Caps,Cassava Disease Classification,Unknown,Unknown,AWS
https://github.com/aenoboa1/ML_Zoomcamp-Capstone-Project,Automated Fruit Classification,Unknown,Unknown,AWS
https://github.com/MokretsovD/zoomcamp-home-works/tree/main/capstone-project-12,Infected Cell Prediction,Web Service,flask,Unknown
https://github.com/oussou-dev/ML_Engineer_ZoomCamp/tree/main/12_capstone-project,Sales Forecasting System,Web Service,flask,AWS
https://github.com/TimBeckerAachen/zoomcap/tree/main/capstone_project,Flower Classification AI,Web Service,flask,Unknown
https://github.com/ksomf/workbook/tree/main/alexeygrigorev_zoomcamp/capstone_project,Unknown,Unknown,Unknown,Unknown
https://github.com/cjj1120/Weather_Image_Classification-Capstone_Project,Efficient Weather Classification,Unknown,Unknown,AWS
https://github.com/hamedonline/news-topicker,News Categorization with,Unknown,Unknown,Unknown
https://github.com/sukritishuk/ML_ZoomCamp_Capstone_Project,Vehicle Injury Prediction,Web Service,flask,AWS
https://github.com/Purity-E/ML_zoomcamp/tree/main/Capstone_Project,Tech Mental Health Prediction,Unknown,Unknown,Unknown
https://github.com/dcortinez93/ML-zoomcamp/tree/main/ML%20Zoomcamp%20-%20Capstone%20Project,Cardio Prediction AI,Web Service,flask,Unknown
https://github.com/banypakha/ml_zoomcamp/tree/main/capstone_project,Tire Crack Classification,Web Service,flask,Unknown
https://github.com/BountyHunter1999/Machine-Learning-Zoom-Camp/tree/main/Homeworks/Capstone%20Project%202,Unified Heart Dataset Analysis,Web Service,flask,Unknown
https://github.com/jazwilson/workbook/tree/main/mlzoomcamp/capstone_project,Unknown,Unknown,Unknown,Unknown
https://github.com/lkirch/ml-zoomcamp/tree/main/ml-zoomcamp-final,Fire Prediction Models,Web Service,flask,AWS
https://github.com/ZachJon1/capstone_project,Concrete Crack Detector,Unknown,Unknown,AWS
https://github.com/ayoub-berdeddouch/capstone-mlzoomcamp,Movie Sentiment Analysis,Unknown,Unknown,Unknown
https://github.com/nindate/mlzoomcamp-capstone-project,London Bike Share Prediction,Web Service,flask,Unknown
https://github.com/nobitayon/project-capstone-zoomcamp,Glasses Detector Models,Web Service,web service,Unknown
https://github.com/ceccode/traffic-sign-classification,Traffic Sign Classification,Web Service,gunicorn,Unknown
https://github.com/ada-nai/loan-default/tree/master,Unknown,Unknown,Unknown,Unknown
https://github.com/HadiNakhi/MLProject_01.git,Zoomcamp ML Midterm,Web Service,flask,Unknown
https://github.com/kwangyy/capstone-project,Deposit Subscription Prediction,Web Service,flask,AWS
https://github.com/yusyel/ML-bookcamp-capstone,CO2 Emission Prediction,Web Service,flask,Azure
https://github.com/rparthas/data/tree/master/zoomcamp/finalterm,Loan Default Prediction,Batch,batch,AWS
https://github.com/DZorikhin/co2_emissions,CO2 Predictive Model,Web Service,flask,Unknown
https://github.com/LeilaRanjbar82/LeilaRanjbar82,"Understood, please provide a",Unknown,Unknown,Unknown
https://github.com/asarzina/mlzoomcamp-capstone-project,Traffic Sign Classification System,Web Service,gunicorn,Unknown
https://github.com/AliAmini7/ml-zoom/tree/main/project%202,Bank Deposit Prediction,Web Service,gunicorn,Unknown
https://github.com/Valkea/ML_Facial_Expression_Recognition,Expression Classification Model,Web Service,flask,AWS
https://github.com/roberttflash/ml-zoomcamp/tree/main/CAPSTONE_PROJECT_20211211,Blood Donor Prediction,Web Service,flask,Unknown
https://github.com/aljeks/restaurant-booking-decision,Zomato Restaurant Recommender,Web Service,flask,AWS
https://github.com/GermanoC0/course-ml-zoomcamp/tree/main/10-Capstone%20Project,Fraud Prediction Model,Web Service,flask,Unknown
https://github.com/razorcd/ml-training/tree/main/capstone-project,Berlin Rent Prediction,Batch,batch,Unknown
https://github.com/sanghvirajit/ML-zoomcamp-capstone-project,Unknown,Unknown,Unknown,Unknown
https://github.com/deepanc/ml-zoomcamp/tree/main/capstone_project,Apparel Image Classification,Unknown,Unknown,AWS
https://github.com/KenWuqianghao/ML-Zoomcamp-Capstone-Project,Animal vs Doom Classification,Unknown,Unknown,Unknown
https://github.com/jorguerrari/Midterm_Project,Unknown,Unknown,Unknown,Unknown
https://github.com/lagvier/datahack_homeworks/tree/master/movieAnalysis,Movie Rating Prediction,Unknown,Unknown,Unknown
https://github.com/AliAmini7/ml-zoom/tree/main/project%201,Employee Churn Prediction,Web Service,gunicorn,Unknown
https://github.com/mikeonak/bank_deposits,Bank Deposit Prediction,Web Service,flask,AWS
https://github.com/roberttflash/ml-zoomcamp/tree/main/MIDTERM_PROJECT_20211023,Credit Risk Prediction,Web Service,gunicorn,Unknown
https://github.com/kwangyy/midterm-project,STEM Salary Prediction,Web Service,flask,AWS
https://github.com/JMiguelFernandes/ml_zoomcamp_midterm,Mart Sales Prediction,Web Service,flask,Unknown
https://github.com/MSadriAghdam/ML-Zommcamp/tree/main/homework%2007,Customer Clustering Analysis,Web Service,web service,Unknown
https://github.com/asarzina/mlbookcamp-homework/tree/main/income-prediction,Unknown,Web Service,gunicorn,Unknown
https://github.com/sukritishuk/ML_ZoomCamp_Midterm_Project,Stroke Prediction Model,Web Service,flask,AWS
https://github.com/geoffrey-eisenbarth/ml-course/blob/master/hw/midterm/README.md,Unknown,Error,Error,Error
https://github.com/sekar-p/ml_course/tree/main/Midterm_project,Poisonous Mushroom Classification,Web Service,flask,Unknown
https://github.com/maltsevoff/mlzoomcamp-midterm-project,Deposit Subscription Prediction,Web Service,flask,Unknown
https://github.com/syntactic/mlbookcamp-code/tree/master/course-zoomcamp/07-midterm-project/midterm,Song Popularity Prediction,Web Service,web service,Unknown
https://github.com/JonathanLoscalzo/ml-zoomcamp-2021/tree/main/midterm%20project,Unknown,Web Service,fastapi,Unknown
https://github.com/imam-db/ML-ZoomCamp/tree/master/Midterm,Titanic Survival Prediction,Web Service,flask,Unknown
https://github.com/krother/bookcamp_homework/tree/main/week7-midterm,Art Color Prediction,Web Service,flask,Unknown
https://github.com/NielKemp/mlzoomcamp/tree/main/MidTerms,Unknown,Unknown,Unknown,Unknown
https://github.com/aenoboa1/Project_MlZoomcamp,Hotel Booking Prediction,Web Service,flask,AWS
https://github.com/BountyHunter1999/Machine-Learning-Zoom-Camp/tree/main/Homeworks/Capstone%20Project,Rain Forecasting Model,Web Service,flask,Unknown
https://github.com/ceccode/income-prediction,Predicting Income with ML,Web Service,gunicorn,Unknown
https://github.com/ZachJon1/Mid-Term-Project,Book Rating Predictions,Web Service,flask,Unknown
https://github.com/amindadgar/MLZoomcamp-MidTerm-Project,Diabetes Prediction Model,Unknown,Unknown,Unknown
https://github.com/sleepypioneer/coffee-quality,Bean Quality Prediction,Web Service,flask,Unknown
https://github.com/YasharDS/Hydrocarbon-Flow-Prediction-Model,Unknown,Unknown,Unknown,Unknown
https://github.com/milliewhite/ML-ZoomCamp-Project-1,Data Analysis Report,Unknown,Unknown,Unknown
https://github.com/turansaray/Spain-Electricity-Price-Prediction,Spain's Energy Trends,Unknown,Unknown,Unknown
https://github.com/AudryBarimbane/Mid-term_project,Unknown,Unknown,Unknown,Unknown
https://github.com/razorcd/ml-training/tree/main/project1,High-Income Prediction,Batch,batch,Unknown
https://github.com/mkleshchenok/mlbookcamp-code/tree/master/course-zoomcamp/midterm,Sales Forecast Challenge,Unknown,Unknown,Unknown
https://github.com/carlos9917/ml_project1,Energy Forecasting Options,Web Service,fastapi,Unknown
https://github.com/anuj0721/DataClub-ZoomCamp/tree/main/Zoomcamp%20Project,Unknown,Unknown,Unknown,Unknown
https://github.com/adlirahadyan/Midterm_Project-MLZoomcamp-,Unknown,Unknown,Unknown,Unknown
https://github.com/SleeplessChallenger/Tokyo_Real_Estate_WebApp.git,Django ML Deployment,Web Service,django,AWS
https://github.com/YuliaS/MLZ_HW/tree/main/HW_06,"Understood, please let me",Unknown,Unknown,Unknown
https://github.com/gialkady/ml_zoomcamp/tree/Homeworks/Midterm%20Project,Unknown,Unknown,Unknown,Unknown
https://github.com/Nikhil14091997/ML-ZoomCamp/tree/main/Week%20-%207/Bank%20Marketing,Deposit Subscription Prediction,Web Service,flask,Unknown
https://github.com/LeilaRanjbar82/ML-zoomcamp-course-homework/tree/main/MidtermProject,Unknown,Web Service,flask,Unknown
https://github.com/mayan1257/Midterm-Project,Unknown,Unknown,Unknown,Unknown
https://github.com/nindate/mlzoomcamp-midterm-project/,Deposit Prediction Model,Web Service,flask,Unknown
https://github.com/aljeks/air-quality-and-asthma,Air Asthma Predictions,Web Service,flask,AWS
https://github.com/ksomf/workbook/tree/main/alexeygrigorev_zoomcamp/week07_project,Unknown,Unknown,Unknown,AWS
https://github.com/Patoo84/Mlmidtermproject,Predicting Heart Disease Models,Unknown,Unknown,Unknown
https://github.com/Valkea/ML_Wine,Wine Quality Prediction,Web Service,flask,Unknown
https://github.com/irfanim/ML_ZoomCamp,Predicting Heart Failure,Unknown,Unknown,Unknown
https://github.com/KDL/ML-Zoomcamp/tree/main/Midterm Project,Stroke Prediction Model,Web Service,flask,Unknown
https://github.com/dataminding/ml-zoomcamp/tree/main/midterm-project,Bike Rental Prediction,Unknown,Unknown,AWS
https://github.com/sergelawson/ML_ZOOM_CAMP_EXERCISE/tree/master/MidTermProject,Unknown,Unknown,Unknown,Unknown
https://github.com/lkirch/ml-zoomcamp/tree/main/midterm,Resignation Prediction Analysis,Web Service,flask,GCP
https://github.com/shaolang/ml-zoomcamp/tree/main/mid-term-project,Singapore House Price Prediction,Web Service,web service,Unknown
https://github.com/Twixii99/Weather-prediction,Australian Weather Prediction,Web Service,flask,Unknown
https://github.com/sayalaruano/MidtermProject-MLZoomCamp,Bioactivity Prediction Model,Web Service,flask,Unknown
https://github.com/HSubbu/ML_Zoomcamp_project1_1.git,Placement Prediction App,Unknown,Unknown,Unknown
https://github.com/yadwink/ML-zoomcamp-homework/tree/Mid-Term-Project,Unknown,Unknown,Unknown,Unknown
https://www.kaggle.com/aasthaasati/midterm-project,Unknown,Unknown,Unknown,Unknown
https://github.com/Phunbie/midterm_prog1,Propensity Prediction,Web Service,web service,Unknown
https://github.com/ada-nai/ag-mlcamp/tree/master/midterm-project,Unknown,Unknown,Unknown,Unknown
https://github.com/TimBeckerAachen/zoomcap/tree/main/midterm_project,Insurance Cost Prediction,Web Service,flask,Unknown
https://github.com/lluo02/Zoomcamp/tree/main/Midterm%20Project,Employee Retention Prediction,Web Service,flask,Unknown
https://github.com/banypakha/ml_zoomcamp/tree/main/midterm_project,Job Change Prediction,Web Service,web service,Unknown
https://github.com/bizancio3/ml-zoomcamp/tree/main/07-midterm-project,Safe Water Checker,Web Service,fastapi,AWS
https://github.com/Sylvesterchuks/Term_Deposit_Subscription,Deposit Subscription Prediction,Unknown,Unknown,Unknown
https://github.com/leopardilla/mlbookcamp-code/tree/master/course-zoomcamp/midterm-project,Titanic Survival Prediction,Web Service,flask,Unknown
https://github.com/kristiaan67/ml-zoomcamp/tree/master/midterm-project,Attrition Prediction Model,Web Service,web service,AWS
https://github.com/bimapriambodo/mlzoomcamp_midterm,Risk AI Prediction,Web Service,web service,Unknown
https://github.com/aniketsharma00411/mba_placement_prediction,MBAs: Placement Prediction,Unknown,Unknown,Unknown
https://github.com/snikhil17/Mid-Term-Project-Zoomcamp/blob/main/README.md,Unknown,Web Service,flask,Unknown
https://github.com/adityagupta0821/ml-course-zoomcamp/tree/main/7.%20Mid-Term%20Project,Deposit Subscription Prediction,Web Service,flask,Unknown
https://github.com/kdqemre/ml-zoomcamp/tree/main/midtermproject,Unknown,Unknown,Unknown,Unknown
https://github.com/yusyel/ML-bookcamp-midterm,CHD Risk Prediction,Web Service,flask,Unknown
https://github.com/fwahh/diabetes_prediction,Diabetes Risk Prediction,Web Service,flask,Unknown
https://github.com/ramreddyyasa/ML-Zoomcamp/tree/main/Midterm-project,Airline Satisfaction Analysis,Web Service,flask,AWS
https://github.com/amruta95/MLBookCamp_MidTermProject,Dialog Ad-Hominem,Unknown,Unknown,Unknown
https://github.com/nobitayon/project-zoomcamp,Football Rating Prediction,Web Service,web service,Unknown
https://github.com/cmh-ds4a/ml_zoomcamp/tree/main/project,Durham Home Price Prediction,Unknown,Unknown,Unknown
https://github.com/MMdeCastro/ml-zoomcamp/tree/main/Midterm_project,Unknown,Unknown,Unknown,Unknown
https://github.com/SVizor42/ML_Zoomcamp/tree/master/Projects/Movie_reviews_sentiment_analysis,Movie Review Sentiment,Web Service,fastapi,Unknown
https://github.com/woodwardmw/MLZoomCamp-Midterm,English Vowel Classification,Web Service,flask,Unknown
https://github.com/Rok-sana/ML_practice/blob/main/wine_price_predict_project.ipynb,Unknown,Unknown,Unknown,Unknown
https://github.com/jaindamini1111/ML-DT-Course-Files/tree/main/Mid%20Term%20Project,Efficient Autism Screening,Web Service,flask,Unknown
https://github.com/ne1r0n/ml-zoomcamp-midterm-project,Predicting Heart Disease,Web Service,gunicorn,Unknown
https://github.com/GermanoC0/course-ml-zoomcamp/tree/main/07-Midterm%20Project,Pizza Price Prediction,Web Service,flask,Unknown
https://github.com/deepanc/ml-zoomcamp/tree/main/midterm_project,Ad Click Prediction,Web Service,flask,AWS
https://github.com/artdaw/mlbookcamp-code/tree/master/course-zoomcamp/midterm,Titanic Survival Prediction,Web Service,flask,Unknown
https://github.com/CemKeskin84/ML-Zoomcamp/tree/main/midterm_project,Building Energy Estimation,Web Service,flask,Unknown
https://github.com/Gmuhammed/course-zoomcamp/blob/main/drinking_water_potability_predict.zip,Unknown,Unknown,Unknown,Unknown
https://colab.research.google.com/drive/1VtWi1v7vdsw5-0JiAbXxXuDPMcr_CsfR?usp=sharing,Unknown,Unknown,Unknown,Unknown
https://github.com/supreme-core/ml_zoomcamp_2021_midterm/tree/master,Unknown,Unknown,Unknown,Unknown
https://github.com/hamedkharazmi/Machine-Learning-ZoomCamp-HWs/tree/master/homework%207%20-%20project,Unknown,Unknown,Unknown,Unknown
https://github.com/KursadE/zoomcamp-HW7,Credit Card Prediction Model,Web Service,flask,Unknown
https://github.com/xettrisomeman/mlbootcamp/tree/main/midtermproject,Multiclass Text Classification,Unknown,Unknown,Unknown
https://github.com/ziritrion/ml-zoomcamp/tree/main/07_project,Unknown,Unknown,Unknown,Unknown
https://github.com/KaremGamal/Course-ml-zoomcamp/blob/main/Midterm%20Project%20machine%20learning%20zoom%20camp.ipynb,Unknown,Unknown,Unknown,Unknown
https://github.com/cjj1120/daily-coding/tree/main/ML-Zoomcamp/Week7-%20Mid%20term,Unknown,Unknown,Unknown,Unknown
https://github.com/oussou-dev/ML_Engineer_ZoomCamp,ML Bootcamp 202,Unknown,Unknown,Unknown
https://github.com/hamedonline/ml-workflow,Predicting Claim Losses,Unknown,Unknown,Unknown
https://github.com/Purity-E/ML_zoomcamp/tree/main/Midterm_Project,Title 1: Digital Adoption,Unknown,Unknown,Unknown
https://github.com/madityarafip/My-Machine-Learning/tree/main/ML-Zoomcamp/Midterm-Project-Week-7,Deposit Subscription Prediction,Web Service,flask,Unknown
https://github.com/DinaKlim/Alexey-Grigoriev-s-ML-Zoomcamp-Homework/tree/main/Midterm%20project,Unknown,Web Service,flask,Unknown
https://github.com/ayoub-berdeddouch/midterm-project-mlzoomcamp,Abalone Age Prediction,Web Service,flask,Unknown
https://github.com/aurcode/breast_cancer_predict_api,Breast Cancer Classification,Web Service,flask,Unknown
https://github.com/valeriich/midterm-project,Hourly Bike Demand Forecast,Web Service,flask,Unknown
https://github.com/arpitchittora/arpit-ml-zzomcamp-v2/tree/master/mid-term-project,IMDB Rating Prediction,Unknown,Unknown,AWS
https://github.com/dcortinez93/ML-zoomcamp/tree/main/ML%20Zoomcamp%20-%20Midterm%20Project,Unknown,Unknown,Unknown,Unknown
https://github.com/KenWuqianghao/ML-Zoomcamp-Midterm-Project,Bike Rental Prediction,Unknown,Unknown,Unknown
https://github.com/ksjena/course-ml-zoomcamp/tree/main/midterm_project/placement,Placement Prediction Analysis,Web Service,gunicorn,Unknown
https://github.com/mohammedtoumi007/MLZoomCampHomeWork/tree/main/Midterm%20Project,Unknown,Unknown,Unknown,Unknown
https://github.com/rparthas/data/tree/master/zoomcamp/midterm,Iowa Home Price Prediction,Web Service,gunicorn,AWS
https://github.com/m-wambua/miterm-project,Heart Attack Prediction,Web Service,flask,Unknown
https://github.com/sivi-shahab/ML-ZoomCamp/blob/main/Predict_rate_a_job_search_agency.ipynb,Unknown,Unknown,Unknown,Unknown
https://github.com/jazwilson/workbook/tree/main/mlzoomcamp/wk07_midterm_project,Unknown,Unknown,Unknown,AWS
https://github.com/RickyMcMaster/pub_portfolio/tree/main/mlz/07-midterm-project,Attrition Prediction Model,Web Service,flask,Unknown
https://github.com/ashok-arora/ML-Zoomcamp/tree/main/mid_term_project,Spotify Hit Prediction,Web Service,flask,Unknown
https://github.com/AbdassalamAhmad/customer_subscribtion_prediction,Deposit Subscription Prediction,Web Service,flask,Unknown
https://github.com/mdrkb/heart-failure-prediction,Heart Mortality Prediction,Web Service,flask,Unknown
https://gitlab.com/hda-at/mid_term_project/,Unknown,Unknown,Unknown,Unknown
https://github.com/DZorikhin/heart-desease-pred,CHD Risk Prediction,Web Service,flask,AWS
https://github.com/diascarolina/project-insurance-forecast,Insurance Cost Prediction,Web Service,flask,Unknown
https://github.com/rohan-dhanraj/Admission_Prediction,Graduate Admission Prediction,Unknown,Unknown,Unknown
https://github.com/LeoRuslan/my_mlbookcamp/tree/main/homework_7,Price Prediction Model,Unknown,Unknown,Unknown
https://github.com/MokretsovD/zoomcamp-home-works/tree/main/midterm-project-07,Car Price Prediction,Web Service,gunicorn,AWS
https://github.com/sanghvirajit/mid-term-project,Unknown,Unknown,Unknown,Unknown
